region,district,predicted_demand,district_operators,district_kits,district_supervisors,state_total_demand,state_operators,state_kits,state_supervisors
Andaman & Nicobar Islands,North And Middle Andaman,225,8,8,1,5.8,21,21,3
Andaman & Nicobar Islands,South Andaman,185,7,7,1,5.8,21,21,3
Andaman & Nicobar Islands,Nicobar,170,6,6,1,5.8,21,21,3
Andhra Pradesh,Guntur,5768,193,193,20,866.78,2914,2914,311
Andhra Pradesh,Chittoor,5547,185,185,19,866.78,2914,2914,311
Andhra Pradesh,Medak,5412,181,181,19,866.78,2914,2914,311
Andhra Pradesh,Prakasam,5403,181,181,19,866.78,2914,2914,311
Andhra Pradesh,Mahabubnagar,4874,163,163,17,866.78,2914,2914,311
Andhra Pradesh,Kurnool,4171,140,140,14,866.78,2914,2914,311
Andhra Pradesh,Warangal,3821,128,128,13,866.78,2914,2914,311
Andhra Pradesh,Adilabad,3717,124,124,13,866.78,2914,2914,311
Andhra Pradesh,Khammam,3651,122,122,13,866.78,2914,2914,311
Andhra Pradesh,Vizianagaram,3307,111,111,12,866.78,2914,2914,311
Andhra Pradesh,Cuddapah,2830,95,95,10,866.78,2914,2914,311
Andhra Pradesh,Hyderabad,2794,94,94,10,866.78,2914,2914,311
Andhra Pradesh,Srikakulam,2698,90,90,9,866.78,2914,2914,311
Andhra Pradesh,Visakhapatnam,2466,83,83,9,866.78,2914,2914,311
Andhra Pradesh,K.v. Rangareddy,2387,80,80,8,866.78,2914,2914,311
Andhra Pradesh,Karimnagar,2071,70,70,7,866.78,2914,2914,311
Andhra Pradesh,Nalgonda,2017,68,68,7,866.78,2914,2914,311
Andhra Pradesh,East Godavari,1760,59,59,6,866.78,2914,2914,311
Andhra Pradesh,Anantapur,1601,54,54,6,866.78,2914,2914,311
Andhra Pradesh,Rangareddi,1484,50,50,5,866.78,2914,2914,311
Andhra Pradesh,Nizamabad,1478,50,50,5,866.78,2914,2914,311
Andhra Pradesh,Ananthapuramu,1398,47,47,5,866.78,2914,2914,311
Andhra Pradesh,Krishna,1359,46,46,5,866.78,2914,2914,311
Andhra Pradesh,Mahabub Nagar,1331,45,45,5,866.78,2914,2914,311
Andhra Pradesh,West Godavari,1220,41,41,5,866.78,2914,2914,311
Andhra Pradesh,Annamayya,1026,35,35,4,866.78,2914,2914,311
Andhra Pradesh,Alluri Sitharama Raju,1000,34,34,4,866.78,2914,2914,311
Andhra Pradesh,Kakinada,975,33,33,4,866.78,2914,2914,311
Andhra Pradesh,N. T. R,967,33,33,4,866.78,2914,2914,311
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,942,32,32,4,866.78,2914,2914,311
Andhra Pradesh,Mahbubnagar,886,30,30,3,866.78,2914,2914,311
Andhra Pradesh,Eluru,874,30,30,3,866.78,2914,2914,311
Andhra Pradesh,Tirupati,777,26,26,3,866.78,2914,2914,311
Andhra Pradesh,Sri Potti Sriramulu Nellore,729,25,25,3,866.78,2914,2914,311
Andhra Pradesh,Nellore,600,20,20,2,866.78,2914,2914,311
Andhra Pradesh,Bapatla,528,18,18,2,866.78,2914,2914,311
Andhra Pradesh,Nandyal,489,17,17,2,866.78,2914,2914,311
Andhra Pradesh,Sri Sathya Sai,456,16,16,2,866.78,2914,2914,311
Andhra Pradesh,Parvathipuram Manyam,455,16,16,2,866.78,2914,2914,311
Andhra Pradesh,Ananthapur,448,15,15,2,866.78,2914,2914,311
Andhra Pradesh,Anakapalli,405,14,14,2,866.78,2914,2914,311
Andhra Pradesh,Palnadu,200,7,7,1,866.78,2914,2914,311
Andhra Pradesh,K.V.Rangareddy,144,5,5,1,866.78,2914,2914,311
Andhra Pradesh,Karim Nagar,106,4,4,1,866.78,2914,2914,311
Andhra Pradesh,Y. S. R,106,4,4,1,866.78,2914,2914,311
Arunachal Pradesh,Changlang,294,10,10,1,25.87,96,96,18
Arunachal Pradesh,Papum Pare,247,9,9,1,25.87,96,96,18
Arunachal Pradesh,West Kameng,244,9,9,1,25.87,96,96,18
Arunachal Pradesh,Namsai,203,7,7,1,25.87,96,96,18
Arunachal Pradesh,East Siang,200,7,7,1,25.87,96,96,18
Arunachal Pradesh,West Siang,137,5,5,1,25.87,96,96,18
Arunachal Pradesh,Tawang,128,5,5,1,25.87,96,96,18
Arunachal Pradesh,Lohit,114,4,4,1,25.87,96,96,18
Arunachal Pradesh,Tirap,114,4,4,1,25.87,96,96,18
Arunachal Pradesh,East Kameng,103,4,4,1,25.87,96,96,18
Arunachal Pradesh,Kurung Kumey,103,4,4,1,25.87,96,96,18
Arunachal Pradesh,Longding,100,4,4,1,25.87,96,96,18
Arunachal Pradesh,Lower Dibang Valley,100,4,4,1,25.87,96,96,18
Arunachal Pradesh,Lower Siang,100,4,4,1,25.87,96,96,18
Arunachal Pradesh,Lower Subansiri,100,4,4,1,25.87,96,96,18
Arunachal Pradesh,Siang,100,4,4,1,25.87,96,96,18
Arunachal Pradesh,Upper Siang,100,4,4,1,25.87,96,96,18
Arunachal Pradesh,Upper Subansiri,100,4,4,1,25.87,96,96,18
Assam,Cachar,3306,111,111,12,431.38,1454,1454,164
Assam,Kamrup,2895,97,97,10,431.38,1454,1454,164
Assam,Kamrup Metro,2804,94,94,10,431.38,1454,1454,164
Assam,Sonitpur,2557,86,86,9,431.38,1454,1454,164
Assam,Nagaon,2413,81,81,9,431.38,1454,1454,164
Assam,Karimganj,2005,67,67,7,431.38,1454,1454,164
Assam,Jorhat,1938,65,65,7,431.38,1454,1454,164
Assam,Dibrugarh,1885,63,63,7,431.38,1454,1454,164
Assam,Barpeta,1862,63,63,7,431.38,1454,1454,164
Assam,Golaghat,1689,57,57,6,431.38,1454,1454,164
Assam,Dhubri,1587,53,53,6,431.38,1454,1454,164
Assam,Tinsukia,1552,52,52,6,431.38,1454,1454,164
Assam,Nalbari,1377,46,46,5,431.38,1454,1454,164
Assam,Lakhimpur,1289,43,43,5,431.38,1454,1454,164
Assam,Sibsagar,1200,40,40,4,431.38,1454,1454,164
Assam,Baksa,1130,38,38,4,431.38,1454,1454,164
Assam,Kokrajhar,1012,34,34,4,431.38,1454,1454,164
Assam,Hailakandi,973,33,33,4,431.38,1454,1454,164
Assam,Marigaon,968,33,33,4,431.38,1454,1454,164
Assam,Chirang,940,32,32,4,431.38,1454,1454,164
Assam,Hojai,915,31,31,4,431.38,1454,1454,164
Assam,Karbi Anglong,865,29,29,3,431.38,1454,1454,164
Assam,Goalpara,824,28,28,3,431.38,1454,1454,164
Assam,Bongaigaon,813,28,28,3,431.38,1454,1454,164
Assam,Dhemaji,802,27,27,3,431.38,1454,1454,164
Assam,Biswanath,736,25,25,3,431.38,1454,1454,164
Assam,Udalguri,684,23,23,3,431.38,1454,1454,164
Assam,Darrang,430,15,15,2,431.38,1454,1454,164
Assam,West Karbi Anglong,382,13,13,2,431.38,1454,1454,164
Assam,Charaideo,376,13,13,2,431.38,1454,1454,164
Assam,South Salmara Mankachar,320,11,11,2,431.38,1454,1454,164
Assam,North Cachar Hills,213,8,8,1,431.38,1454,1454,164
Assam,Sribhumi,196,7,7,1,431.38,1454,1454,164
Assam,Majuli,100,4,4,1,431.38,1454,1454,164
Assam,Tamulpur District,100,4,4,1,431.38,1454,1454,164
Bihar,Patna,4903,164,164,17,699.63,2355,2355,258
Bihar,Aurangabad,4512,151,151,16,699.63,2355,2355,258
Bihar,Saran,3902,131,131,14,699.63,2355,2355,258
Bihar,Darbhanga,3683,123,123,13,699.63,2355,2355,258
Bihar,Siwan,3500,117,117,12,699.63,2355,2355,258
Bihar,Vaishali,3278,110,110,11,699.63,2355,2355,258
Bihar,Madhubani,3231,108,108,11,699.63,2355,2355,258
Bihar,Bhojpur,2853,96,96,10,699.63,2355,2355,258
Bihar,Gaya,2786,93,93,10,699.63,2355,2355,258
Bihar,Samastipur,2622,88,88,9,699.63,2355,2355,258
Bihar,Nalanda,2440,82,82,9,699.63,2355,2355,258
Bihar,Muzaffarpur,2158,72,72,8,699.63,2355,2355,258
Bihar,Katihar,2078,70,70,7,699.63,2355,2355,258
Bihar,Nawada,2025,68,68,7,699.63,2355,2355,258
Bihar,Madhepura,1947,65,65,7,699.63,2355,2355,258
Bihar,East Champaran,1850,62,62,7,699.63,2355,2355,258
Bihar,Bhagalpur,1777,60,60,6,699.63,2355,2355,258
Bihar,Purnia,1680,56,56,6,699.63,2355,2355,258
Bihar,Gopalganj,1595,54,54,6,699.63,2355,2355,258
Bihar,Saharsa,1295,44,44,5,699.63,2355,2355,258
Bihar,Araria,1291,44,44,5,699.63,2355,2355,258
Bihar,Banka,1223,41,41,5,699.63,2355,2355,258
Bihar,West Champaran,1217,41,41,5,699.63,2355,2355,258
Bihar,Sitamarhi,1161,39,39,4,699.63,2355,2355,258
Bihar,Munger,1056,36,36,4,699.63,2355,2355,258
Bihar,Rohtas,830,28,28,3,699.63,2355,2355,258
Bihar,Jamui,827,28,28,3,699.63,2355,2355,258
Bihar,Jehanabad,813,28,28,3,699.63,2355,2355,258
Bihar,Buxar,753,26,26,3,699.63,2355,2355,258
Bihar,Lakhisarai,726,25,25,3,699.63,2355,2355,258
Bihar,Begusarai,691,24,24,3,699.63,2355,2355,258
Bihar,Kishanganj,645,22,22,3,699.63,2355,2355,258
Bihar,Kaimur (Bhabua),624,21,21,3,699.63,2355,2355,258
Bihar,Khagaria,624,21,21,3,699.63,2355,2355,258
Bihar,Sheohar,555,19,19,2,699.63,2355,2355,258
Bihar,Arwal,504,17,17,2,699.63,2355,2355,258
Bihar,Pashchim Champaran,455,16,16,2,699.63,2355,2355,258
Bihar,Supaul,440,15,15,2,699.63,2355,2355,258
Bihar,Sheikhpura,409,14,14,2,699.63,2355,2355,258
Bihar,Purnea,358,12,12,2,699.63,2355,2355,258
Bihar,Samstipur,190,7,7,1,699.63,2355,2355,258
Bihar,Aurangabad(bh),150,5,5,1,699.63,2355,2355,258
Bihar,Monghyr,103,4,4,1,699.63,2355,2355,258
Bihar,Purba Champaran,103,4,4,1,699.63,2355,2355,258
Bihar,Bhabua,100,4,4,1,699.63,2355,2355,258
Chandigarh,Chandigarh,964,33,33,4,18.28,62,62,7
Chandigarh,Rupnagar,864,29,29,3,18.28,62,62,7
Chhatisgarh,Raipur,2458,82,82,9,24.58,82,82,9
Chhattisgarh,Raigarh,3869,129,129,13,276.52,938,938,110
Chhattisgarh,Bilaspur,2838,95,95,10,276.52,938,938,110
Chhattisgarh,Raipur,2458,82,82,9,276.52,938,938,110
Chhattisgarh,Bijapur,1612,54,54,6,276.52,938,938,110
Chhattisgarh,Balrampur,1592,54,54,6,276.52,938,938,110
Chhattisgarh,Baloda Bazar,1366,46,46,5,276.52,938,938,110
Chhattisgarh,Rajnandgaon,1303,44,44,5,276.52,938,938,110
Chhattisgarh,Surguja,788,27,27,3,276.52,938,938,110
Chhattisgarh,Durg,785,27,27,3,276.52,938,938,110
Chhattisgarh,Gariyaband,775,26,26,3,276.52,938,938,110
Chhattisgarh,Balod,750,25,25,3,276.52,938,938,110
Chhattisgarh,Surajpur,746,25,25,3,276.52,938,938,110
Chhattisgarh,Bastar,728,25,25,3,276.52,938,938,110
Chhattisgarh,Kanker,690,23,23,3,276.52,938,938,110
Chhattisgarh,Koriya,662,23,23,3,276.52,938,938,110
Chhattisgarh,Korba,658,22,22,3,276.52,938,938,110
Chhattisgarh,Jashpur,588,20,20,2,276.52,938,938,110
Chhattisgarh,Bemetara,555,19,19,2,276.52,938,938,110
Chhattisgarh,Mahasamund,500,17,17,2,276.52,938,938,110
Chhattisgarh,Kondagaon,458,16,16,2,276.52,938,938,110
Chhattisgarh,Janjgir-champa,430,15,15,2,276.52,938,938,110
Chhattisgarh,Sakti,424,15,15,2,276.52,938,938,110
Chhattisgarh,Uttar Bastar Kanker,396,14,14,2,276.52,938,938,110
Chhattisgarh,Dhamtari,385,13,13,2,276.52,938,938,110
Chhattisgarh,Sukma,338,12,12,2,276.52,938,938,110
Chhattisgarh,Dakshin Bastar Dantewada,299,10,10,1,276.52,938,938,110
Chhattisgarh,Mungeli,268,9,9,1,276.52,938,938,110
Chhattisgarh,Kabeerdham,247,9,9,1,276.52,938,938,110
Chhattisgarh,Kawardha,231,8,8,1,276.52,938,938,110
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,192,7,7,1,276.52,938,938,110
Chhattisgarh,Dantewada,173,6,6,1,276.52,938,938,110
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,148,5,5,1,276.52,938,938,110
Chhattisgarh,Gaurela-pendra-marwahi,100,4,4,1,276.52,938,938,110
Chhattisgarh,Khairagarh Chhuikhadan Gandai,100,4,4,1,276.52,938,938,110
Chhattisgarh,Narayanpur,100,4,4,1,276.52,938,938,110
Chhattisgarh,Sarangarh-Bilaigarh,100,4,4,1,276.52,938,938,110
Dadra and Nagar Haveli and Dadra and Nagar Haveli and Daman & Diu,Diu,177,6,6,1,2.98,11,11,2
Dadra and Nagar Haveli and Dadra and Nagar Haveli and Daman & Diu,Daman,121,5,5,1,2.98,11,11,2
Dadra and Nagar Haveli and Daman & Diu,Diu,177,6,6,1,2.98,11,11,2
Dadra and Nagar Haveli and Daman & Diu,Daman,121,5,5,1,2.98,11,11,2
Delhi,South Delhi,1768,59,59,6,78.09,268,268,32
Delhi,South West Delhi,1411,48,48,5,78.09,268,268,32
Delhi,North West Delhi,1275,43,43,5,78.09,268,268,32
Delhi,West Delhi,965,33,33,4,78.09,268,268,32
Delhi,East Delhi,760,26,26,3,78.09,268,268,32
Delhi,Central Delhi,384,13,13,2,78.09,268,268,32
Delhi,North Delhi,274,10,10,1,78.09,268,268,32
Delhi,New Delhi,228,8,8,1,78.09,268,268,32
Delhi,Shahdara,223,8,8,1,78.09,268,268,32
Delhi,North East Delhi,163,6,6,1,78.09,268,268,32
Delhi,North East,158,6,6,1,78.09,268,268,32
Delhi,Najafgarh,100,4,4,1,78.09,268,268,32
Delhi,South East Delhi,100,4,4,1,78.09,268,268,32
Goa,North Goa,1916,64,64,7,27.79,93,93,10
Goa,South Goa,863,29,29,3,27.79,93,93,10
Gujarat,Surat,4317,144,144,15,519.13,1750,1750,193
Gujarat,Vadodara,3216,108,108,11,519.13,1750,1750,193
Gujarat,Rajkot,2956,99,99,10,519.13,1750,1750,193
Gujarat,Ahmedabad,2745,92,92,10,519.13,1750,1750,193
Gujarat,Junagadh,2743,92,92,10,519.13,1750,1750,193
Gujarat,Kheda,2707,91,91,10,519.13,1750,1750,193
Gujarat,Kachchh,2323,78,78,8,519.13,1750,1750,193
Gujarat,Mahesana,2188,73,73,8,519.13,1750,1750,193
Gujarat,Surendra Nagar,2129,71,71,8,519.13,1750,1750,193
Gujarat,Anand,2092,70,70,7,519.13,1750,1750,193
Gujarat,Jamnagar,1986,67,67,7,519.13,1750,1750,193
Gujarat,Gandhinagar,1894,64,64,7,519.13,1750,1750,193
Gujarat,Amreli,1788,60,60,6,519.13,1750,1750,193
Gujarat,Banaskantha,1681,57,57,6,519.13,1750,1750,193
Gujarat,Patan,1553,52,52,6,519.13,1750,1750,193
Gujarat,Tapi,1284,43,43,5,519.13,1750,1750,193
Gujarat,Dahod,1172,40,40,4,519.13,1750,1750,193
Gujarat,Gir Somnath,1103,37,37,4,519.13,1750,1750,193
Gujarat,Ahmadabad,1087,37,37,4,519.13,1750,1750,193
Gujarat,Bharuch,1020,34,34,4,519.13,1750,1750,193
Gujarat,Porbandar,947,32,32,4,519.13,1750,1750,193
Gujarat,Panchmahals,943,32,32,4,519.13,1750,1750,193
Gujarat,Arvalli,799,27,27,3,519.13,1750,1750,193
Gujarat,Navsari,769,26,26,3,519.13,1750,1750,193
Gujarat,Valsad,766,26,26,3,519.13,1750,1750,193
Gujarat,Narmada,755,26,26,3,519.13,1750,1750,193
Gujarat,Morbi,751,26,26,3,519.13,1750,1750,193
Gujarat,Sabarkantha,749,25,25,3,519.13,1750,1750,193
Gujarat,Chhotaudepur,703,24,24,3,519.13,1750,1750,193
Gujarat,Devbhumi Dwarka,675,23,23,3,519.13,1750,1750,193
Gujarat,Dohad,542,19,19,2,519.13,1750,1750,193
Gujarat,Mahisagar,303,11,11,2,519.13,1750,1750,193
Gujarat,Banas Kantha,265,9,9,1,519.13,1750,1750,193
Gujarat,Sabar Kantha,229,8,8,1,519.13,1750,1750,193
Gujarat,Bhavnagar,227,8,8,1,519.13,1750,1750,193
Gujarat,The Dangs,166,6,6,1,519.13,1750,1750,193
Gujarat,Panch Mahals,137,5,5,1,519.13,1750,1750,193
Gujarat,Botad,103,4,4,1,519.13,1750,1750,193
Gujarat,Surendranagar,100,4,4,1,519.13,1750,1750,193
Haryana,Gurgaon,1697,57,57,6,187.07,634,634,75
Haryana,Bhiwani,1662,56,56,6,187.07,634,634,75
Haryana,Yamuna Nagar,1207,41,41,5,187.07,634,634,75
Haryana,Rewari,1090,37,37,4,187.07,634,634,75
Haryana,Ambala,1054,36,36,4,187.07,634,634,75
Haryana,Jhajjar,1040,35,35,4,187.07,634,634,75
Haryana,Sirsa,970,33,33,4,187.07,634,634,75
Haryana,Mahendragarh,955,32,32,4,187.07,634,634,75
Haryana,Karnal,928,31,31,4,187.07,634,634,75
Haryana,Kaithal,891,30,30,3,187.07,634,634,75
Haryana,Fatehabad,831,28,28,3,187.07,634,634,75
Haryana,Jind,802,27,27,3,187.07,634,634,75
Haryana,Hisar,732,25,25,3,187.07,634,634,75
Haryana,Panipat,729,25,25,3,187.07,634,634,75
Haryana,Faridabad,727,25,25,3,187.07,634,634,75
Haryana,Sonipat,718,24,24,3,187.07,634,634,75
Haryana,Panchkula,684,23,23,3,187.07,634,634,75
Haryana,Kurukshetra,472,16,16,2,187.07,634,634,75
Haryana,Charkhi Dadri,461,16,16,2,187.07,634,634,75
Haryana,Rohtak,400,14,14,2,187.07,634,634,75
Haryana,Mewat,318,11,11,2,187.07,634,634,75
Haryana,Palwal,239,8,8,1,187.07,634,634,75
Haryana,Yamunanagar,100,4,4,1,187.07,634,634,75
Himachal Pradesh,Kangra,3497,117,117,12,195.56,657,657,70
Himachal Pradesh,Bilaspur,2838,95,95,10,195.56,657,657,70
Himachal Pradesh,Mandi,2585,87,87,9,195.56,657,657,70
Himachal Pradesh,Hamirpur,2570,86,86,9,195.56,657,657,70
Himachal Pradesh,Shimla,2207,74,74,8,195.56,657,657,70
Himachal Pradesh,Una,1430,48,48,5,195.56,657,657,70
Himachal Pradesh,Sirmaur,1085,37,37,4,195.56,657,657,70
Himachal Pradesh,Chamba,1080,36,36,4,195.56,657,657,70
Himachal Pradesh,Kullu,1059,36,36,4,195.56,657,657,70
Himachal Pradesh,Solan,1057,36,36,4,195.56,657,657,70
Himachal Pradesh,Kinnaur,148,5,5,1,195.56,657,657,70
Jammu & Kashmir,Jammu,2697,90,90,9,114.05,391,391,50
Jammu & Kashmir,Udhampur,1536,52,52,6,114.05,391,391,50
Jammu & Kashmir,Baramula,946,32,32,4,114.05,391,391,50
Jammu & Kashmir,Rajouri,669,23,23,3,114.05,391,391,50
Jammu & Kashmir,Kargil,535,18,18,2,114.05,391,391,50
Jammu & Kashmir,Samba,432,15,15,2,114.05,391,391,50
Jammu & Kashmir,Badgam,425,15,15,2,114.05,391,391,50
Jammu & Kashmir,Anantnag,414,14,14,2,114.05,391,391,50
Jammu & Kashmir,Reasi,385,13,13,2,114.05,391,391,50
Jammu & Kashmir,Ramban,381,13,13,2,114.05,391,391,50
Jammu & Kashmir,Punch,375,13,13,2,114.05,391,391,50
Jammu & Kashmir,Bandipore,366,13,13,2,114.05,391,391,50
Jammu & Kashmir,Doda,326,11,11,2,114.05,391,391,50
Jammu & Kashmir,Budgam,291,10,10,1,114.05,391,391,50
Jammu & Kashmir,Kupwara,233,8,8,1,114.05,391,391,50
Jammu & Kashmir,Kulgam,213,8,8,1,114.05,391,391,50
Jammu & Kashmir,Pulwama,212,8,8,1,114.05,391,391,50
Jammu & Kashmir,Leh,201,7,7,1,114.05,391,391,50
Jammu & Kashmir,Kathua,200,7,7,1,114.05,391,391,50
Jammu & Kashmir,Kishtwar,186,7,7,1,114.05,391,391,50
Jammu & Kashmir,Srinagar,142,5,5,1,114.05,391,391,50
Jammu & Kashmir,Ganderbal,140,5,5,1,114.05,391,391,50
Jammu & Kashmir,Shupiyan,100,4,4,1,114.05,391,391,50
Jharkhand,Dhanbad,3408,114,114,12,277.72,941,941,108
Jharkhand,Ranchi,2393,80,80,8,277.72,941,941,108
Jharkhand,Hazaribagh,1771,60,60,6,277.72,941,941,108
Jharkhand,Deoghar,1453,49,49,5,277.72,941,941,108
Jharkhand,Gumla,1414,48,48,5,277.72,941,941,108
Jharkhand,Dumka,1270,43,43,5,277.72,941,941,108
Jharkhand,Palamu,1204,41,41,5,277.72,941,941,108
Jharkhand,Seraikela-Kharsawan,1048,35,35,4,277.72,941,941,108
Jharkhand,Koderma,989,33,33,4,277.72,941,941,108
Jharkhand,Bokaro,934,32,32,4,277.72,941,941,108
Jharkhand,Godda,863,29,29,3,277.72,941,941,108
Jharkhand,Latehar,852,29,29,3,277.72,941,941,108
Jharkhand,Garhwa,809,27,27,3,277.72,941,941,108
Jharkhand,Sahebganj,800,27,27,3,277.72,941,941,108
Jharkhand,West Singhbhum,754,26,26,3,277.72,941,941,108
Jharkhand,East Singhbhum,744,25,25,3,277.72,941,941,108
Jharkhand,Seraikela-kharsawan,666,23,23,3,277.72,941,941,108
Jharkhand,Simdega,643,22,22,3,277.72,941,941,108
Jharkhand,Ramgarh,633,22,22,3,277.72,941,941,108
Jharkhand,Khunti,620,21,21,3,277.72,941,941,108
Jharkhand,Hazaribag,600,20,20,2,277.72,941,941,108
Jharkhand,Jamtara,590,20,20,2,277.72,941,941,108
Jharkhand,Purbi Singhbhum,573,20,20,2,277.72,941,941,108
Jharkhand,Giridih,570,19,19,2,277.72,941,941,108
Jharkhand,Lohardaga,456,16,16,2,277.72,941,941,108
Jharkhand,Chatra,403,14,14,2,277.72,941,941,108
Jharkhand,Pashchimi Singhbhum,359,12,12,2,277.72,941,941,108
Jharkhand,Pakur,200,7,7,1,277.72,941,941,108
Jharkhand,Sahibganj,200,7,7,1,277.72,941,941,108
Jharkhand,Kodarma,180,6,6,1,277.72,941,941,108
Jharkhand,Palamau,139,5,5,1,277.72,941,941,108
Jharkhand,Garhwa *,134,5,5,1,277.72,941,941,108
Jharkhand,Pakaur,100,4,4,1,277.72,941,941,108
Karnataka,Bengaluru,6077,203,203,21,927.22,3116,3116,333
Karnataka,Belagavi,5603,187,187,19,927.22,3116,3116,333
Karnataka,Belgaum,5415,181,181,19,927.22,3116,3116,333
Karnataka,Dakshina Kannada,3872,130,130,13,927.22,3116,3116,333
Karnataka,Vijayapura,3384,113,113,12,927.22,3116,3116,333
Karnataka,Davangere,3101,104,104,11,927.22,3116,3116,333
Karnataka,Raichur,2904,97,97,10,927.22,3116,3116,333
Karnataka,Bagalkot,2730,91,91,10,927.22,3116,3116,333
Karnataka,Bellary,2724,91,91,10,927.22,3116,3116,333
Karnataka,Gulbarga,2675,90,90,9,927.22,3116,3116,333
Karnataka,Tumakuru,2645,89,89,9,927.22,3116,3116,333
Karnataka,Udupi,2610,87,87,9,927.22,3116,3116,333
Karnataka,Tumkur,2572,86,86,9,927.22,3116,3116,333
Karnataka,Bangalore,2452,82,82,9,927.22,3116,3116,333
Karnataka,Shimoga,2360,79,79,8,927.22,3116,3116,333
Karnataka,Dharwad,2346,79,79,8,927.22,3116,3116,333
Karnataka,Kalaburagi,2261,76,76,8,927.22,3116,3116,333
Karnataka,Haveri,2172,73,73,8,927.22,3116,3116,333
Karnataka,Uttara Kannada,2115,71,71,8,927.22,3116,3116,333
Karnataka,Ballari,2004,67,67,7,927.22,3116,3116,333
Karnataka,Yadgir,1893,64,64,7,927.22,3116,3116,333
Karnataka,Chitradurga,1880,63,63,7,927.22,3116,3116,333
Karnataka,Chikkaballapur,1757,59,59,6,927.22,3116,3116,333
Karnataka,Vijayanagara,1694,57,57,6,927.22,3116,3116,333
Karnataka,Mysore,1680,56,56,6,927.22,3116,3116,333
Karnataka,Bijapur,1612,54,54,6,927.22,3116,3116,333
Karnataka,Shivamogga,1591,54,54,6,927.22,3116,3116,333
Karnataka,Gadag,1589,53,53,6,927.22,3116,3116,333
Karnataka,Mandya,1446,49,49,5,927.22,3116,3116,333
Karnataka,Mysuru,1424,48,48,5,927.22,3116,3116,333
Karnataka,Bidar,1389,47,47,5,927.22,3116,3116,333
Karnataka,Chamrajanagar,1370,46,46,5,927.22,3116,3116,333
Karnataka,Chickmagalur,1232,42,42,5,927.22,3116,3116,333
Karnataka,Koppal,1151,39,39,4,927.22,3116,3116,333
Karnataka,Chikkamagaluru,1150,39,39,4,927.22,3116,3116,333
Karnataka,Kodagu,1143,39,39,4,927.22,3116,3116,333
Karnataka,Ramanagar,1138,38,38,4,927.22,3116,3116,333
Karnataka,Bangalore Rural,1055,36,36,4,927.22,3116,3116,333
Karnataka,Hasan,1052,36,36,4,927.22,3116,3116,333
Karnataka,Hassan,825,28,28,3,927.22,3116,3116,333
Karnataka,yadgir,632,22,22,3,927.22,3116,3116,333
Karnataka,Davanagere,482,17,17,2,927.22,3116,3116,333
Karnataka,Chamrajnagar,412,14,14,2,927.22,3116,3116,333
Karnataka,Chikmagalur,220,8,8,1,927.22,3116,3116,333
Karnataka,Gadag *,202,7,7,1,927.22,3116,3116,333
Karnataka,Haveri *,167,6,6,1,927.22,3116,3116,333
Karnataka,Bengaluru South,144,5,5,1,927.22,3116,3116,333
Karnataka,Chamarajanagar,136,5,5,1,927.22,3116,3116,333
Karnataka,Bagalkot *,134,5,5,1,927.22,3116,3116,333
Karnataka,Kolar,100,4,4,1,927.22,3116,3116,333
Kerala,Palakkad,4206,141,141,15,353.03,1185,1185,127
Kerala,Ernakulam,4060,136,136,14,353.03,1185,1185,127
Kerala,Kollam,3993,134,134,14,353.03,1185,1185,127
Kerala,Thiruvananthapuram,3408,114,114,12,353.03,1185,1185,127
Kerala,Kozhikode,3321,111,111,12,353.03,1185,1185,127
Kerala,Alappuzha,2974,100,100,10,353.03,1185,1185,127
Kerala,Malappuram,2725,91,91,10,353.03,1185,1185,127
Kerala,Thrissur,1868,63,63,7,353.03,1185,1185,127
Kerala,Kottayam,1777,60,60,6,353.03,1185,1185,127
Kerala,Kasaragod,1740,58,58,6,353.03,1185,1185,127
Kerala,Pathanamthitta,1556,52,52,6,353.03,1185,1185,127
Kerala,Idukki,1307,44,44,5,353.03,1185,1185,127
Kerala,Wayanad,1203,41,41,5,353.03,1185,1185,127
Kerala,Kannur,923,31,31,4,353.03,1185,1185,127
Kerala,Kasargod,242,9,9,1,353.03,1185,1185,127
Ladakh,Kargil,535,18,18,2,7.36,25,25,3
Ladakh,Leh,201,7,7,1,7.36,25,25,3
Lakshadweep,Lakshadweep,263,9,9,1,2.63,9,9,1
Madhya Pradesh,Rewa,2582,87,87,9,507.79,1722,1722,196
Madhya Pradesh,Sagar,2354,79,79,8,507.79,1722,1722,196
Madhya Pradesh,Chhindwara,2250,75,75,8,507.79,1722,1722,196
Madhya Pradesh,Jabalpur,1732,58,58,6,507.79,1722,1722,196
Madhya Pradesh,Mandsaur,1718,58,58,6,507.79,1722,1722,196
Madhya Pradesh,Chhatarpur,1705,57,57,6,507.79,1722,1722,196
Madhya Pradesh,Tikamgarh,1606,54,54,6,507.79,1722,1722,196
Madhya Pradesh,Raisen,1565,53,53,6,507.79,1722,1722,196
Madhya Pradesh,Khargone,1450,49,49,5,507.79,1722,1722,196
Madhya Pradesh,Mandla,1388,47,47,5,507.79,1722,1722,196
Madhya Pradesh,Seoni,1373,46,46,5,507.79,1722,1722,196
Madhya Pradesh,Sehore,1353,46,46,5,507.79,1722,1722,196
Madhya Pradesh,Neemuch,1266,43,43,5,507.79,1722,1722,196
