date,district,actual_count,day_of_week,month,day,is_weekend,week_of_year,is_month_start,is_month_end,lag_1,lag_3,lag_7,rolling_mean_7,rolling_max_7,location_avg,location_std,weekend_x_location_avg,predicted_count,residual,abs_residual,anomaly_score
2025-12-11,Kollam,112,3,12,11,0,50,0,0,101.0,136.0,172.0,106.85714285714286,136.0,94.42857142857143,40.07386037948285,0.0,94.824036,17.17596435546875,17.17596435546875,-1
2025-12-12,Kollam,165,4,12,12,0,50,0,0,112.0,115.0,107.0,115.14285714285714,165.0,94.42857142857143,40.07386037948285,0.0,138.72774,26.272262573242188,26.272262573242188,-1
2025-12-13,Kollam,124,5,12,13,1,50,0,0,165.0,101.0,90.0,120.0,165.0,94.42857142857143,40.07386037948285,94.42857142857143,107.25064,16.749359130859375,16.749359130859375,-1
2025-12-16,Kollam,132,1,12,16,0,51,0,0,28.0,124.0,115.0,103.0,165.0,94.42857142857143,40.07386037948285,0.0,117.36624,14.633758544921875,14.633758544921875,-1
2025-12-20,Kollam,105,5,12,20,1,51,0,0,105.0,132.0,165.0,86.42857142857143,132.0,94.42857142857143,40.07386037948285,94.42857142857143,88.33369,16.66631317138672,16.66631317138672,-1
2025-12-22,Kollam,109,0,12,22,0,52,0,0,77.0,105.0,59.0,86.85714285714286,132.0,94.42857142857143,40.07386037948285,0.0,93.304665,15.695335388183594,15.695335388183594,-1
2025-12-23,Kollam,113,1,12,23,0,52,0,1,109.0,105.0,28.0,99.0,132.0,94.42857142857143,40.07386037948285,0.0,106.53055,6.469451904296875,6.469451904296875,-1
2025-12-26,Kollam,112,4,12,26,0,52,0,1,62.0,113.0,105.0,95.28571428571429,113.0,94.42857142857143,40.07386037948285,0.0,107.81832,4.181678771972656,4.181678771972656,-1
2025-09-01,Kottayam,118,0,9,1,0,36,1,0,7.0,91.08791208791209,91.08791208791209,62.5,118.0,91.08791208791209,42.08183782204712,0.0,52.140057,65.85994338989258,65.85994338989258,-1
2025-09-02,Kottayam,95,1,9,2,0,36,1,0,118.0,91.08791208791209,91.08791208791209,73.33333333333333,118.0,91.08791208791209,42.08183782204712,0.0,57.29763,37.702369689941406,37.702369689941406,-1
2025-09-03,Kottayam,97,2,9,3,0,36,1,0,95.0,7.0,91.08791208791209,79.25,118.0,91.08791208791209,42.08183782204712,0.0,71.00242,25.997581481933594,25.997581481933594,-1
2025-09-08,Kottayam,157,0,9,8,0,37,0,0,3.0,4.0,118.0,56.285714285714285,157.0,91.08791208791209,42.08183782204712,0.0,53.031548,103.96845245361328,103.96845245361328,-1
2025-09-09,Kottayam,155,1,9,9,0,37,0,0,157.0,10.0,95.0,64.85714285714286,157.0,91.08791208791209,42.08183782204712,0.0,72.67967,82.32032775878906,82.32032775878906,-1
2025-09-10,Kottayam,109,2,9,10,0,37,0,0,155.0,3.0,97.0,66.57142857142857,157.0,91.08791208791209,42.08183782204712,0.0,71.44003,37.559967041015625,37.559967041015625,-1
2025-09-13,Kottayam,110,5,9,13,1,37,0,0,76.0,109.0,10.0,99.57142857142857,157.0,91.08791208791209,42.08183782204712,91.08791208791209,93.652565,16.347434997558594,16.347434997558594,-1
2025-09-17,Kottayam,146,2,9,17,0,38,0,0,60.0,12.0,109.0,81.14285714285714,146.0,91.08791208791209,42.08183782204712,0.0,108.75653,37.24346923828125,37.24346923828125,-1
2025-09-18,Kottayam,127,3,9,18,0,38,0,0,146.0,77.0,87.0,86.85714285714286,146.0,91.08791208791209,42.08183782204712,0.0,86.27863,40.72136688232422,40.72136688232422,-1
2025-10-15,Kottayam,132,2,10,15,0,42,0,0,57.0,65.0,77.0,98.28571428571429,146.0,91.08791208791209,42.08183782204712,0.0,109.54013,22.459869384765625,22.459869384765625,-1
2025-10-16,Kottayam,129,3,10,16,0,42,0,0,132.0,101.0,60.0,108.14285714285714,146.0,91.08791208791209,42.08183782204712,0.0,106.59218,22.407821655273438,22.407821655273438,-1
2025-10-17,Kottayam,125,4,10,17,0,42,0,0,129.0,57.0,146.0,105.14285714285714,132.0,91.08791208791209,42.08183782204712,0.0,91.131134,33.868865966796875,33.868865966796875,-1
2025-10-19,Kottayam,116,6,10,19,1,42,0,0,84.0,129.0,65.0,106.28571428571429,132.0,91.08791208791209,42.08183782204712,91.08791208791209,95.80629,20.193710327148438,20.193710327148438,-1
2025-10-24,Kottayam,144,4,10,24,0,43,0,1,30.0,44.0,125.0,70.42857142857143,144.0,91.08791208791209,42.08183782204712,0.0,112.85618,31.143821716308594,31.143821716308594,-1
2025-10-25,Kottayam,141,5,10,25,1,43,0,1,144.0,14.0,84.0,78.57142857142857,144.0,91.08791208791209,42.08183782204712,91.08791208791209,113.69317,27.30683135986328,27.30683135986328,-1
2025-10-26,Kottayam,139,6,10,26,1,43,0,1,141.0,30.0,116.0,81.85714285714286,144.0,91.08791208791209,42.08183782204712,91.08791208791209,104.2961,34.70390319824219,34.70390319824219,-1
2025-10-30,Kottayam,128,3,10,30,0,44,0,1,83.0,61.0,30.0,113.0,144.0,91.08791208791209,42.08183782204712,0.0,117.953316,10.046684265136719,10.046684265136719,-1
2025-10-31,Kottayam,140,4,10,31,0,44,0,1,128.0,95.0,144.0,112.42857142857143,141.0,91.08791208791209,42.08183782204712,0.0,124.63279,15.367210388183594,15.367210388183594,-1
2025-11-01,Kottayam,103,5,11,1,1,44,1,0,140.0,83.0,141.0,107.0,140.0,91.08791208791209,42.08183782204712,91.08791208791209,91.25302,11.746978759765625,11.746978759765625,-1
2025-11-04,Kottayam,151,1,11,4,0,45,1,0,86.0,103.0,95.0,102.57142857142857,151.0,91.08791208791209,42.08183782204712,0.0,54.44715,96.55284881591797,96.55284881591797,-1
2025-11-06,Kottayam,126,3,11,6,0,45,1,0,69.0,86.0,128.0,100.28571428571429,151.0,91.08791208791209,42.08183782204712,0.0,61.809807,64.19019317626953,64.19019317626953,-1
2025-11-07,Kottayam,128,4,11,7,0,45,1,0,126.0,151.0,140.0,98.57142857142857,151.0,91.08791208791209,42.08183782204712,0.0,64.492516,63.507484436035156,63.507484436035156,-1
2025-11-08,Kottayam,114,5,11,8,1,45,0,0,128.0,69.0,103.0,100.14285714285714,151.0,91.08791208791209,42.08183782204712,91.08791208791209,67.66413,46.33586883544922,46.33586883544922,-1
2025-11-10,Kottayam,111,0,11,10,0,46,0,0,56.0,128.0,86.0,107.85714285714286,151.0,91.08791208791209,42.08183782204712,0.0,103.040764,7.959236145019531,7.959236145019531,-1
2025-11-15,Kottayam,115,5,11,15,1,46,0,0,102.0,107.0,114.0,88.71428571428571,115.0,91.08791208791209,42.08183782204712,91.08791208791209,94.607834,20.392166137695312,20.392166137695312,-1
2025-11-18,Kottayam,132,1,11,18,0,47,0,0,76.0,115.0,95.0,85.28571428571429,132.0,91.08791208791209,42.08183782204712,0.0,82.64999,49.350013732910156,49.350013732910156,-1
2025-11-19,Kottayam,112,2,11,19,0,47,0,0,132.0,30.0,107.0,86.0,132.0,91.08791208791209,42.08183782204712,0.0,89.18128,22.81871795654297,22.81871795654297,-1
2025-11-27,Kottayam,130,3,11,27,0,48,0,1,54.0,112.0,115.0,87.57142857142857,132.0,91.08791208791209,42.08183782204712,0.0,101.59469,28.405311584472656,28.405311584472656,-1
2025-12-02,Kottayam,130,1,12,2,0,49,1,0,79.0,92.0,112.0,93.71428571428571,130.0,91.08791208791209,42.08183782204712,0.0,79.536644,50.463356018066406,50.463356018066406,-1
2025-12-03,Kottayam,146,2,12,3,0,49,1,0,130.0,92.0,79.0,103.28571428571429,146.0,91.08791208791209,42.08183782204712,0.0,90.50201,55.49799346923828,55.49799346923828,-1
2025-12-04,Kottayam,184,3,12,4,0,49,1,0,146.0,79.0,54.0,121.85714285714286,184.0,91.08791208791209,42.08183782204712,0.0,66.27883,117.7211685180664,117.7211685180664,-1
2025-12-05,Kottayam,106,4,12,5,0,49,1,0,184.0,130.0,130.0,118.42857142857143,184.0,91.08791208791209,42.08183782204712,0.0,71.77979,34.22020721435547,34.22020721435547,-1
2025-12-08,Kottayam,148,0,12,8,0,50,0,0,76.0,106.0,79.0,124.85714285714286,184.0,91.08791208791209,42.08183782204712,0.0,66.05624,81.94376373291016,81.94376373291016,-1
2025-12-11,Kottayam,113,3,12,11,0,50,0,0,101.0,148.0,184.0,103.85714285714286,148.0,91.08791208791209,42.08183782204712,0.0,101.59197,11.408027648925781,11.408027648925781,-1
2025-12-12,Kottayam,182,4,12,12,0,50,0,0,113.0,99.0,106.0,114.71428571428571,182.0,91.08791208791209,42.08183782204712,0.0,136.21535,45.78465270996094,45.78465270996094,-1
2025-12-13,Kottayam,106,5,12,13,1,50,0,0,182.0,101.0,84.0,117.85714285714286,182.0,91.08791208791209,42.08183782204712,91.08791208791209,101.04469,4.9553070068359375,4.9553070068359375,-1
2025-12-16,Kottayam,120,1,12,16,0,51,0,0,16.0,106.0,99.0,98.0,182.0,91.08791208791209,42.08183782204712,0.0,118.6023,1.3976974487304688,1.3976974487304688,-1
2025-12-23,Kottayam,118,1,12,23,0,52,0,1,89.0,95.0,16.0,88.28571428571429,120.0,91.08791208791209,42.08183782204712,0.0,97.97567,20.024330139160156,20.024330139160156,-1
2025-12-26,Kottayam,121,4,12,26,0,52,0,1,77.0,118.0,111.0,89.71428571428571,121.0,91.08791208791209,42.08183782204712,0.0,103.21307,17.78692626953125,17.78692626953125,-1
2025-09-01,Kozhikode,111,0,9,1,0,36,1,0,70.0,80.98901098901099,80.98901098901099,90.5,111.0,80.98901098901099,30.15091467398055,0.0,69.95471,41.0452880859375,41.0452880859375,-1
2025-09-08,Kozhikode,113,0,9,8,0,37,0,0,6.0,9.0,111.0,52.0,113.0,80.98901098901099,30.15091467398055,0.0,42.80149,70.1985092163086,70.1985092163086,-1
2025-09-09,Kozhikode,120,1,9,9,0,37,0,0,113.0,22.0,87.0,56.714285714285715,120.0,80.98901098901099,30.15091467398055,0.0,63.268105,56.731895446777344,56.731895446777344,-1
2025-09-17,Kozhikode,127,2,9,17,0,38,0,0,53.0,8.0,89.0,73.14285714285714,127.0,80.98901098901099,30.15091467398055,0.0,87.25621,39.74378967285156,39.74378967285156,-1
2025-09-18,Kozhikode,103,3,9,18,0,38,0,0,127.0,83.0,70.0,77.85714285714286,127.0,80.98901098901099,30.15091467398055,0.0,75.87706,27.122940063476562,27.122940063476562,-1
2025-10-15,Kozhikode,122,2,10,15,0,42,0,0,59.0,54.0,83.0,85.42857142857143,127.0,80.98901098901099,30.15091467398055,0.0,94.13431,27.865692138671875,27.865692138671875,-1
2025-10-16,Kozhikode,103,3,10,16,0,42,0,0,122.0,80.0,53.0,92.57142857142857,127.0,80.98901098901099,30.15091467398055,0.0,91.42506,11.574943542480469,11.574943542480469,-1
2025-10-24,Kozhikode,105,4,10,24,0,43,0,1,59.0,70.0,99.0,72.71428571428571,105.0,80.98901098901099,30.15091467398055,0.0,93.16577,11.834228515625,11.834228515625,-1
2025-10-25,Kozhikode,125,5,10,25,1,43,0,1,105.0,29.0,70.0,80.57142857142857,125.0,80.98901098901099,30.15091467398055,80.98901098901099,105.728485,19.271514892578125,19.271514892578125,-1
2025-11-04,Kozhikode,114,1,11,4,0,45,1,0,71.0,65.0,63.0,80.14285714285714,114.0,80.98901098901099,30.15091467398055,0.0,40.717155,73.28284454345703,73.28284454345703,-1
2025-11-05,Kozhikode,78,2,11,5,0,45,1,0,114.0,39.0,71.0,81.14285714285714,114.0,80.98901098901099,30.15091467398055,0.0,41.11838,36.88161849975586,36.88161849975586,-1
2025-11-06,Kozhikode,90,3,11,6,0,45,1,0,78.0,71.0,100.0,79.71428571428571,114.0,80.98901098901099,30.15091467398055,0.0,43.13792,46.86207962036133,46.86207962036133,-1
2025-11-07,Kozhikode,107,4,11,7,0,45,1,0,90.0,114.0,101.0,80.57142857142857,114.0,80.98901098901099,30.15091467398055,0.0,46.96564,60.034358978271484,60.034358978271484,-1
2025-11-08,Kozhikode,104,5,11,8,1,45,0,0,107.0,78.0,65.0,86.14285714285714,114.0,80.98901098901099,30.15091467398055,80.98901098901099,54.044388,49.95561218261719,49.95561218261719,-1
2025-11-15,Kozhikode,118,5,11,15,1,46,0,0,90.0,86.0,104.0,82.85714285714286,118.0,80.98901098901099,30.15091467398055,80.98901098901099,88.81449,29.185508728027344,29.185508728027344,-1
2025-11-18,Kozhikode,115,1,11,18,0,47,0,0,46.0,118.0,94.0,76.42857142857143,118.0,80.98901098901099,30.15091467398055,0.0,75.10311,39.896888732910156,39.896888732910156,-1
2025-11-27,Kozhikode,119,3,11,27,0,48,0,1,46.0,92.0,118.0,78.42857142857143,119.0,80.98901098901099,30.15091467398055,0.0,86.03268,32.967323303222656,32.967323303222656,-1
2025-12-02,Kozhikode,108,1,12,2,0,49,1,0,66.0,70.0,92.0,81.28571428571429,119.0,80.98901098901099,30.15091467398055,0.0,68.77581,39.22418975830078,39.22418975830078,-1
2025-12-03,Kozhikode,123,2,12,3,0,49,1,0,108.0,71.0,89.0,86.14285714285714,123.0,80.98901098901099,30.15091467398055,0.0,72.92427,50.07572937011719,50.07572937011719,-1
2025-12-04,Kozhikode,144,3,12,4,0,49,1,0,123.0,66.0,46.0,100.14285714285714,144.0,80.98901098901099,30.15091467398055,0.0,53.662754,90.33724594116211,90.33724594116211,-1
2025-12-07,Kozhikode,83,6,12,7,1,49,1,0,61.0,144.0,71.0,95.85714285714286,144.0,80.98901098901099,30.15091467398055,80.98901098901099,46.64382,36.356178283691406,36.356178283691406,-1
2025-12-08,Kozhikode,122,0,12,8,0,50,0,0,83.0,86.0,66.0,103.85714285714286,144.0,80.98901098901099,30.15091467398055,0.0,54.92128,67.07872009277344,67.07872009277344,-1
2025-12-12,Kozhikode,149,4,12,12,0,50,0,0,95.0,102.0,86.0,99.85714285714286,149.0,80.98901098901099,30.15091467398055,0.0,121.87997,27.120033264160156,27.120033264160156,-1
2025-12-16,Kozhikode,99,1,12,16,0,51,0,0,16.0,97.0,102.0,85.0,149.0,80.98901098901099,30.15091467398055,0.0,98.38508,0.6149215698242188,0.6149215698242188,-1
2025-12-19,Kozhikode,107,4,12,19,0,51,0,0,51.0,16.0,95.0,81.57142857142857,149.0,80.98901098901099,30.15091467398055,0.0,100.28006,6.719940185546875,6.719940185546875,-1
2025-12-22,Kozhikode,105,0,12,22,0,52,0,0,73.0,107.0,52.0,75.71428571428571,107.0,80.98901098901099,30.15091467398055,0.0,82.95769,22.042312622070312,22.042312622070312,-1
2025-09-01,Krishna,124,0,9,1,0,36,1,0,1.0,14.0,96.03157894736842,34.666666666666664,124.0,96.03157894736842,36.86532494974941,0.0,44.436817,79.56318283081055,79.56318283081055,-1
2025-09-02,Krishna,123,1,9,2,0,36,1,0,124.0,4.0,96.03157894736842,47.285714285714285,124.0,96.03157894736842,36.86532494974941,0.0,62.017708,60.98229217529297,60.98229217529297,-1
2025-09-03,Krishna,129,2,9,3,0,36,1,0,123.0,1.0,63.0,56.714285714285715,129.0,96.03157894736842,36.86532494974941,0.0,73.958275,55.041725158691406,55.041725158691406,-1
2025-09-04,Krishna,86,3,9,4,0,36,1,0,129.0,124.0,2.0,68.71428571428571,129.0,96.03157894736842,36.86532494974941,0.0,31.863232,54.13676834106445,54.13676834106445,-1
2025-09-05,Krishna,120,4,9,5,0,36,1,0,86.0,123.0,14.0,83.85714285714286,129.0,96.03157894736842,36.86532494974941,0.0,38.885685,81.11431503295898,81.11431503295898,-1
2025-09-06,Krishna,150,5,9,6,1,36,1,0,120.0,129.0,4.0,104.71428571428571,150.0,96.03157894736842,36.86532494974941,96.03157894736842,42.77774,107.22225952148438,107.22225952148438,-1
2025-09-09,Krishna,112,1,9,9,0,37,0,0,60.0,150.0,123.0,98.42857142857143,150.0,96.03157894736842,36.86532494974941,0.0,97.883026,14.116973876953125,14.116973876953125,-1
2025-09-11,Krishna,111,3,9,11,0,37,0,0,84.0,60.0,86.0,95.57142857142857,150.0,96.03157894736842,36.86532494974941,0.0,89.09028,21.90972137451172,21.90972137451172,-1
2025-09-15,Krishna,115,0,9,15,0,38,0,0,40.0,103.0,60.0,94.14285714285714,115.0,96.03157894736842,36.86532494974941,0.0,100.96383,14.036170959472656,14.036170959472656,-1
2025-09-18,Krishna,127,3,9,18,0,38,0,0,62.0,115.0,111.0,91.57142857142857,127.0,96.03157894736842,36.86532494974941,0.0,95.29886,31.701141357421875,31.701141357421875,-1
2025-10-17,Krishna,121,4,10,17,0,42,0,0,86.0,87.0,62.0,102.14285714285714,127.0,96.03157894736842,36.86532494974941,0.0,96.57378,24.426223754882812,24.426223754882812,-1
2025-10-24,Krishna,149,4,10,24,0,43,0,1,24.0,66.0,121.0,73.0,149.0,96.03157894736842,36.86532494974941,0.0,114.4416,34.55840301513672,34.55840301513672,-1
2025-10-26,Krishna,117,6,10,26,1,43,0,1,104.0,24.0,104.0,79.42857142857143,149.0,96.03157894736842,36.86532494974941,96.03157894736842,114.899536,2.1004638671875,2.1004638671875,-1
2025-10-31,Krishna,131,4,10,31,0,44,0,1,70.0,69.0,149.0,92.0,131.0,96.03157894736842,36.86532494974941,0.0,113.35074,17.649261474609375,17.649261474609375,-1
2025-11-01,Krishna,133,5,11,1,1,44,1,0,131.0,75.0,104.0,96.14285714285714,133.0,96.03157894736842,36.86532494974941,96.03157894736842,85.18604,47.81395721435547,47.81395721435547,-1
2025-11-02,Krishna,119,6,11,2,1,44,1,0,133.0,70.0,117.0,96.42857142857143,133.0,96.03157894736842,36.86532494974941,96.03157894736842,71.78167,47.21833038330078,47.21833038330078,-1
2025-11-03,Krishna,133,0,11,3,0,45,1,0,119.0,131.0,78.0,104.28571428571429,133.0,96.03157894736842,36.86532494974941,0.0,80.30702,52.69297790527344,52.69297790527344,-1
2025-11-05,Krishna,96,2,11,5,0,45,1,0,74.0,119.0,75.0,108.0,133.0,96.03157894736842,36.86532494974941,0.0,46.053444,49.946556091308594,49.946556091308594,-1
2025-11-07,Krishna,125,4,11,7,0,45,1,0,73.0,74.0,131.0,107.57142857142857,133.0,96.03157894736842,36.86532494974941,0.0,53.982548,71.01745223999023,71.01745223999023,-1
2025-11-08,Krishna,98,5,11,8,1,45,0,0,125.0,96.0,133.0,102.57142857142857,133.0,96.03157894736842,36.86532494974941,96.03157894736842,51.787647,46.21235275268555,46.21235275268555,-1
2025-11-09,Krishna,110,6,11,9,1,45,0,0,98.0,73.0,119.0,101.28571428571429,133.0,96.03157894736842,36.86532494974941,96.03157894736842,98.36993,11.630073547363281,11.630073547363281,-1
2025-11-10,Krishna,122,0,11,10,0,46,0,0,110.0,125.0,133.0,99.71428571428571,125.0,96.03157894736842,36.86532494974941,0.0,97.314415,24.685585021972656,24.685585021972656,-1
2025-11-11,Krishna,132,1,11,11,0,46,0,0,122.0,98.0,74.0,108.0,132.0,96.03157894736842,36.86532494974941,0.0,110.11174,21.888259887695312,21.888259887695312,-1
2025-11-13,Krishna,139,3,11,13,0,46,0,0,65.0,122.0,73.0,113.0,139.0,96.03157894736842,36.86532494974941,0.0,102.11772,36.88227844238281,36.88227844238281,-1
2025-11-14,Krishna,161,4,11,14,0,46,0,0,139.0,132.0,125.0,118.14285714285714,161.0,96.03157894736842,36.86532494974941,0.0,124.98326,36.01673889160156,36.01673889160156,-1
2025-11-15,Krishna,134,5,11,15,1,46,0,0,161.0,65.0,98.0,123.28571428571429,161.0,96.03157894736842,36.86532494974941,96.03157894736842,125.283394,8.716606140136719,8.716606140136719,-1
2025-11-19,Krishna,135,2,11,19,0,47,0,0,104.0,87.0,65.0,122.0,161.0,96.03157894736842,36.86532494974941,0.0,113.003296,21.9967041015625,21.9967041015625,-1
2025-11-26,Krishna,135,2,11,26,0,48,0,1,85.0,104.0,161.0,110.57142857142857,135.0,96.03157894736842,36.86532494974941,0.0,114.79849,20.201507568359375,20.201507568359375,-1
2025-12-01,Krishna,110,0,12,1,0,49,1,0,87.0,102.0,104.0,104.85714285714286,135.0,96.03157894736842,36.86532494974941,0.0,82.59389,27.406112670898438,27.406112670898438,-1
2025-12-02,Krishna,151,1,12,2,0,49,1,0,110.0,80.0,135.0,107.14285714285714,151.0,96.03157894736842,36.86532494974941,0.0,84.40523,66.59477233886719,66.59477233886719,-1
2025-12-03,Krishna,140,2,12,3,0,49,1,0,151.0,87.0,85.0,115.0,151.0,96.03157894736842,36.86532494974941,0.0,90.62448,49.375518798828125,49.375518798828125,-1
2025-12-04,Krishna,179,3,12,4,0,49,1,0,140.0,110.0,135.0,121.28571428571429,179.0,96.03157894736842,36.86532494974941,0.0,50.933155,128.06684494018555,128.06684494018555,-1
2025-12-07,Krishna,175,6,12,7,1,49,1,0,55.0,179.0,87.0,124.57142857142857,179.0,96.03157894736842,36.86532494974941,96.03157894736842,45.10672,129.89328002929688,129.89328002929688,-1
2025-12-08,Krishna,87,0,12,8,0,50,0,0,175.0,62.0,110.0,121.28571428571429,179.0,96.03157894736842,36.86532494974941,0.0,52.38133,34.61867141723633,34.61867141723633,-1
2025-12-11,Krishna,133,3,12,11,0,50,0,0,84.0,87.0,179.0,97.0,175.0,96.03157894736842,36.86532494974941,0.0,102.4042,30.595802307128906,30.595802307128906,-1
2025-12-12,Krishna,164,4,12,12,0,50,0,0,133.0,83.0,62.0,111.57142857142857,175.0,96.03157894736842,36.86532494974941,0.0,143.23335,20.766647338867188,20.766647338867188,-1
2025-12-20,Krishna,122,5,12,20,1,51,0,0,93.0,100.0,164.0,89.85714285714286,122.0,96.03157894736842,36.86532494974941,96.03157894736842,94.313126,27.686874389648438,27.686874389648438,-1
2025-12-22,Krishna,124,0,12,22,0,52,0,0,64.0,93.0,70.0,94.85714285714286,124.0,96.03157894736842,36.86532494974941,0.0,106.87475,17.12525177001953,17.12525177001953,-1
2025-12-23,Krishna,106,1,12,23,0,52,0,1,124.0,122.0,102.0,95.42857142857143,124.0,96.03157894736842,36.86532494974941,0.0,101.919876,4.0801239013671875,4.0801239013671875,-1
2025-12-26,Krishna,114,4,12,26,0,52,0,1,57.0,106.0,93.0,95.57142857142857,124.0,96.03157894736842,36.86532494974941,0.0,113.70477,0.29522705078125,0.29522705078125,-1
2025-12-27,Krishna,116,5,12,27,1,52,0,1,114.0,82.0,122.0,94.71428571428571,124.0,96.03157894736842,36.86532494974941,96.03157894736842,106.89009,9.109909057617188,9.109909057617188,-1
2025-12-29,Krishna,107,0,12,29,0,1,0,1,79.0,114.0,124.0,94.42857142857143,116.0,96.03157894736842,36.86532494974941,0.0,79.11949,27.880508422851562,27.880508422851562,-1
2025-11-04,Krishnagiri,63,1,11,4,0,45,1,0,34.0,29.0,39.0,38.57142857142857,63.0,33.84782608695652,11.721057206385266,0.0,24.02629,38.97370910644531,38.97370910644531,-1
2025-09-01,Kurnool,103,0,9,1,0,36,1,0,12.0,24.0,78.36842105263158,42.0,103.0,78.36842105263158,27.450943723489544,0.0,47.29908,55.70092010498047,55.70092010498047,-1
2025-09-02,Kurnool,105,1,9,2,0,36,1,0,103.0,19.0,78.36842105263158,51.0,105.0,78.36842105263158,27.450943723489544,0.0,53.75067,51.24932861328125,51.24932861328125,-1
2025-09-03,Kurnool,91,2,9,3,0,36,1,0,105.0,12.0,80.0,52.57142857142857,105.0,78.36842105263158,27.450943723489544,0.0,61.32266,29.67734146118164,29.67734146118164,-1
2025-09-04,Kurnool,76,3,9,4,0,36,1,0,91.0,103.0,14.0,61.42857142857143,105.0,78.36842105263158,27.450943723489544,0.0,32.690193,43.30980682373047,43.30980682373047,-1
2025-09-05,Kurnool,88,4,9,5,0,36,1,0,76.0,105.0,24.0,70.57142857142857,105.0,78.36842105263158,27.450943723489544,0.0,39.555973,48.444026947021484,48.444026947021484,-1
2025-09-06,Kurnool,112,5,9,6,1,36,1,0,88.0,91.0,19.0,83.85714285714286,112.0,78.36842105263158,27.450943723489544,78.36842105263158,42.85282,69.14717864990234,69.14717864990234,-1
2025-10-17,Kurnool,106,4,10,17,0,42,0,0,60.0,70.0,55.0,78.28571428571429,106.0,78.36842105263158,27.450943723489544,0.0,73.08172,32.91828155517578,32.91828155517578,-1
2025-10-24,Kurnool,116,4,10,24,0,43,0,1,42.0,57.0,106.0,62.142857142857146,116.0,78.36842105263158,27.450943723489544,0.0,95.47165,20.528350830078125,20.528350830078125,-1
2025-10-31,Kurnool,105,4,10,31,0,44,0,1,75.0,60.0,116.0,82.71428571428571,105.0,78.36842105263158,27.450943723489544,0.0,95.32517,9.674827575683594,9.674827575683594,-1
2025-11-01,Kurnool,97,5,11,1,1,44,1,0,105.0,84.0,86.0,84.28571428571429,105.0,78.36842105263158,27.450943723489544,78.36842105263158,70.55587,26.444129943847656,26.444129943847656,-1
2025-11-02,Kurnool,116,6,11,2,1,44,1,0,97.0,75.0,97.0,87.0,116.0,78.36842105263158,27.450943723489544,78.36842105263158,66.9941,49.005897521972656,49.005897521972656,-1
2025-11-03,Kurnool,98,0,11,3,0,45,1,0,116.0,105.0,72.0,90.71428571428571,116.0,78.36842105263158,27.450943723489544,0.0,69.30723,28.692771911621094,28.692771911621094,-1
2025-11-05,Kurnool,90,2,11,5,0,45,1,0,57.0,116.0,84.0,91.14285714285714,116.0,78.36842105263158,27.450943723489544,0.0,47.294872,42.70512771606445,42.70512771606445,-1
2025-11-07,Kurnool,102,4,11,7,0,45,1,0,53.0,57.0,105.0,87.57142857142857,116.0,78.36842105263158,27.450943723489544,0.0,53.461826,48.53817367553711,48.53817367553711,-1
2025-11-11,Kurnool,108,1,11,11,0,46,0,0,99.0,82.0,57.0,90.28571428571429,108.0,78.36842105263158,27.450943723489544,0.0,92.48374,15.516258239746094,15.516258239746094,-1
2025-11-14,Kurnool,130,4,11,14,0,46,0,0,100.0,108.0,102.0,95.42857142857143,130.0,78.36842105263158,27.450943723489544,0.0,97.732895,32.26710510253906,32.26710510253906,-1
2025-11-18,Kurnool,104,1,11,18,0,47,0,0,78.0,102.0,108.0,90.0,130.0,78.36842105263158,27.450943723489544,0.0,84.85608,19.1439208984375,19.1439208984375,-1
2025-11-19,Kurnool,114,2,11,19,0,47,0,0,104.0,65.0,51.0,99.0,130.0,78.36842105263158,27.450943723489544,0.0,94.40442,19.5955810546875,19.5955810546875,-1
2025-12-02,Kurnool,119,1,12,2,0,49,1,0,80.0,69.0,114.0,85.14285714285714,119.0,78.36842105263158,27.450943723489544,0.0,67.96541,51.03459167480469,51.03459167480469,-1
2025-12-03,Kurnool,113,2,12,3,0,49,1,0,119.0,61.0,78.0,90.14285714285714,119.0,78.36842105263158,27.450943723489544,0.0,72.80451,40.19548797607422,40.19548797607422,-1
2025-12-04,Kurnool,132,3,12,4,0,49,1,0,113.0,80.0,101.0,94.57142857142857,132.0,78.36842105263158,27.450943723489544,0.0,48.82301,83.1769905090332,83.1769905090332,-1
2025-12-07,Kurnool,138,6,12,7,1,49,1,0,42.0,132.0,61.0,95.42857142857143,138.0,78.36842105263158,27.450943723489544,78.36842105263158,46.876,91.1240005493164,91.1240005493164,-1
2025-12-12,Kurnool,144,4,12,12,0,50,0,0,96.0,66.0,44.0,90.71428571428571,144.0,78.36842105263158,27.450943723489544,0.0,110.314224,33.68577575683594,33.68577575683594,-1
2025-12-22,Kurnool,123,0,12,22,0,52,0,0,60.0,67.0,73.0,81.28571428571429,123.0,78.36842105263158,27.450943723489544,0.0,98.41595,24.58405303955078,24.58405303955078,-1
2025-11-06,Lucknow,70,3,11,6,0,45,1,0,55.0,33.0,58.0,50.857142857142854,70.0,46.03157894736842,16.406701168275237,0.0,29.504694,40.49530601501465,40.49530601501465,-1
2025-12-08,Lucknow,74,0,12,8,0,50,0,0,59.0,50.0,41.0,53.42857142857143,74.0,46.03157894736842,16.406701168275237,0.0,32.042877,41.957122802734375,41.957122802734375,-1
